通用,斜体,Command,P,
通用,删除线,Command,S,
通用,链接,Command,K,
通用,无序列表,Command,L,
通用,有序列表,Command,0,
通用,引用,Command,J,
通用,分割线,Command,Shift,H
通用,代码块,Command,U,
通用,代码,Command,G,
通用,元素前 插入空块,Command,Shift,B
通用,元素后 插入空块,Command,Shift,E
